official_book_code,official_book_name,official_unit_code,official_unit_name,official_sort_order,word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,example_en_1,example_cn_1,example_en_2,example_cn_2,example_1_source,example_1_license,example_1_matched_form,example_1_tatoeba_en_sentence_id,example_1_tatoeba_cn_sentence_id,example_1_tatoeba_en_url,example_1_tatoeba_cn_url,example_1_tatoeba_en_author,example_1_tatoeba_cn_author,example_1_author_status,example_1_attribution_notes,example_2_source,example_2_license,example_2_matched_form,example_2_tatoeba_en_sentence_id,example_2_tatoeba_cn_sentence_id,example_2_tatoeba_en_url,example_2_tatoeba_cn_url,example_2_tatoeba_en_author,example_2_tatoeba_cn_author,example_2_author_status,example_2_attribution_notes
cet4,大学英语四级词库,all,全部,1,abandon,ә'bændәn,"n. the trait of lacking restraint or control; reckless freedom from inhibition or worry\nv. forsake, leave behind\nv. give up with the intent of never claiming again\nv. stop maintaining or insisting on; of ideas or claims","vt. 放弃, 抛弃, 遗弃, 使屈从, 沉溺, 放纵\nn. 放任, 无拘束, 狂热",,3,1,gk cet4 cet6 ky toefl gre,2057,2182,d:abandoned/p:abandoned/i:abandoning/3:abandons,,,We have to abandon the plan.,我们必须放弃这个计划。,I will not abandon you.,我不会丢下你。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abandon,610834,339438,https://tatoeba.org/en/sentences/show/610834,https://tatoeba.org/en/sentences/show/339438,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abandon,5573296,5550018,https://tatoeba.org/en/sentences/show/5573296,https://tatoeba.org/en/sentences/show/5550018,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,2,ability,ә'biliti,n. the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment\nn. possession of the qualities (especially mental qualities) required to do something or get something done,"n. 能力, 才干\n[经] 能力, 才能",,4,1,zk gk cet4 ky toefl ielts,946,783,s:abilities,,,She has great ability in teaching English.,她很擅长英语教学。,"From each according to their ability, to each according to their needs.",各尽所能、各取所需。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ability,312691,1855104,https://tatoeba.org/en/sentences/show/312691,https://tatoeba.org/en/sentences/show/1855104,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,ability,8289058,8607153,https://tatoeba.org/en/sentences/show/8289058,https://tatoeba.org/en/sentences/show/8607153,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,3,abnormal,æb'nɒ:mәl,a. not normal; not typical or usual or regular or conforming to a norm\na. departing from the normal in e.g. intelligence and development\ns. much greater than the normal,"a. 反常的, 不规则的, 变态的, 畸形的\nn. 畸形的人",,1,,gk cet4 cet6 ky toefl ielts,6548,8241,s:abnormals,,,Environmental pollution is causing abnormal weather conditions.,环境污染正造成异常的天气情况。,His view on marriage is abnormal.,他的婚姻观很畸形。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abnormal,21016,797018,https://tatoeba.org/en/sentences/show/21016,https://tatoeba.org/en/sentences/show/797018,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abnormal,7785145,6452361,https://tatoeba.org/en/sentences/show/7785145,https://tatoeba.org/en/sentences/show/6452361,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,4,aboard,ә'bɒ:d,"r. on a ship, train, plane or other vehicle\nr. on first or second or third base\nr. side by side\nr. part of a group","adv. 在船上, 在火车上, 在飞机上\nprep. 在...之上",,2,,gk cet4 ky toefl,7625,4984,,,,The passengers all went aboard the ship.,乘客全都登上了船。,It is very dangerous to jump aboard the train when it is moving.,跳上一列正在开的火车是很危险的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aboard,268409,1769181,https://tatoeba.org/en/sentences/show/268409,https://tatoeba.org/en/sentences/show/1769181,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,aboard,387986,333528,https://tatoeba.org/en/sentences/show/387986,https://tatoeba.org/en/sentences/show/333528,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,5,absence,'æbsәns,"n. the state of being absent\nn. failure to be present\nn. the time interval during which something or somebody is away\nn. the occurrence of an abrupt, transient loss or impairment of consciousness (which is not subsequently remembered), sometimes with light twitching, fluttering eyelids, etc.; common in petit mal epilepsy","n. 缺席, 缺乏, 没有\n[医] 失神",,3,1,gk cet4 cet6 ky toefl,1585,2524,s:absences,,,A Mr West called in your absence.,有个West先生在你不在的时候打过电话来。,In reality black is not a color; it is the absence of color.,黑色其实不是一种颜色，而是一种没有颜色的状态。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absence,325488,414215,https://tatoeba.org/en/sentences/show/325488,https://tatoeba.org/en/sentences/show/414215,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absence,265252,1359702,https://tatoeba.org/en/sentences/show/265252,https://tatoeba.org/en/sentences/show/1359702,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,6,absent,'æbsәnt,v. go away or leave\na. not being in a specified place\ns. lost in thought; showing preoccupation,"a. 缺席的, 不在的, 缺乏的, 漫不经心的\nvt. 使缺席",,2,1,zk gk cet4 cet6 ky toefl,4300,5516,p:absented/i:absenting/d:absented/3:absents,,,We need you to tell us why you were absent all last week.,我们要你告诉我们你为什么整个上周都缺勤。,She's been absent from school for five days.,她已经五天不上学了。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absent,3724399,5911690,https://tatoeba.org/en/sentences/show/3724399,https://tatoeba.org/en/sentences/show/5911690,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absent,1396368,1873014,https://tatoeba.org/en/sentences/show/1396368,https://tatoeba.org/en/sentences/show/1873014,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,7,absolute,'æbsәlu:t,n. something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative\na. perfect or complete or pure\ns. complete and without restriction or qualification; sometimes used informally as intensifiers\ns. not limited by law,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物",,3,1,gk cet4 cet6 ky toefl gre,2420,3165,s:absolutes,,,A computer is an absolute necessity now.,电脑现在是一个绝对必要的东西了。,The lord held absolute power over his subjects.,领主对他的臣民有绝对权力。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,54558,801309,https://tatoeba.org/en/sentences/show/54558,https://tatoeba.org/en/sentences/show/801309,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolute,48601,334772,https://tatoeba.org/en/sentences/show/48601,https://tatoeba.org/en/sentences/show/334772,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,8,absolutely,'æbsәlu:tli,r. completely and without qualification; used informally as intensifiers\nr. totally and definitely; without question,"adv. 完全地, 绝对地, 确确实实地",,4,1,cet4 toefl,1619,1149,,,,I’ve been absolutely off my feet lately.,我最近忙得晕头转向。,I don't use taxis unless it's absolutely necessary.,如无必要我也不会打的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolutely,10459853,10043970,https://tatoeba.org/en/sentences/show/10459853,https://tatoeba.org/en/sentences/show/10043970,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absolutely,272637,8591274,https://tatoeba.org/en/sentences/show/272637,https://tatoeba.org/en/sentences/show/8591274,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,9,absorb,әb'sɒ:b,"v. become imbued\nv. take up mentally\nv. take up, as of debts or payments\nv. take in, also metaphorically","vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担\n[医] 吸收",,2,1,gk cet4 cet6 ky toefl ielts gre,2879,3120,d:absorbed/p:absorbed/3:absorbs/i:absorbing,,,Trees give off oxygen and absorb carbon dioxide.,树木排出氧气，吸收二氧化碳。,It feels like it's going to absorb you into another world.,它的感觉像是它把你吸到了另外一个世界。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,266244,380720,https://tatoeba.org/en/sentences/show/266244,https://tatoeba.org/en/sentences/show/380720,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,absorb,4835367,4844745,https://tatoeba.org/en/sentences/show/4835367,https://tatoeba.org/en/sentences/show/4844745,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
cet4,大学英语四级词库,all,全部,10,abstract,'æbstrækt,v. consider a concept without thinking of a specific example; consider abstractly or theoretically\nv. consider apart from a particular case or instance\nv. give an abstract (of)\na. existing only in the mind; separated from embodiment,"a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化\n[计] 摘录; 摘要; 抽象",,2,,gk cet4 cet6 ky toefl ielts gre,3729,4007,s:abstracts/d:abstracted/i:abstracting/3:abstracts/p:abstracted,,,"To him, hunger was an abstract concept; he always had enough to eat.",对他来说，「肚子饿」是个抽象的概念，因为他从来就没有饿过。,Some abstract art is difficult to understand.,一些抽象艺术是很难理解的。,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstract,1933,408448,https://tatoeba.org/en/sentences/show/1933,https://tatoeba.org/en/sentences/show/408448,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.,Tatoeba sentence pair export,CC BY 2.0 FR by default; some sentences may also be CC0 1.0. Verify per sentence before production.,abstract,277567,798166,https://tatoeba.org/en/sentences/show/277567,https://tatoeba.org/en/sentences/show/798166,Tatoeba contributor (username pending),Tatoeba contributor (username pending),username_pending_sentences_detailed,Text sentence only; no Tatoeba audio used. Exact username requires Tatoeba Detailed Sentences export.
